User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Gabriella Paramita,2025,5,seneng banget akhirnya cobain makan siang buffet di aston dan ini jujur salah satu buffet paling lengkap yang pernah aku datengin akhir akhir akhir ini dari awal masuk lobi udah kerasa vibesnya meriah banget karena dekor natalnya permata banget tempatnya adem staf yang ramah n sangat membantu dan makanan tersusun rapi secara harfiah semuanya tampak segar mengundang 1 makanan indonesia jujur kaget karena ini benar sekali sekali sekali lagi sangat bagus ada ikan utuh goreng yang bisa kita ambil jadi puas makannya saus ikan kuning yang lembut dan gurih ayam garang asem empuk seger gudeg dan tahu tempe bacem orang jogja,BUMN,Bintang 4,AstonPriority,positive,Pelayanan Staf & Keramahan
Cuncun Asmarah,2025,5,pengalaman saya menginap di sini 3 malam sangat baik dan mengesankan kamar baru luas dan bersih saya suka dengan pelayanan mba jovita dan mba widi sangat responsif dan juga ramah rumah tangga juga cekatan dalam membersihkan kamar setiap hari makanan dan minuman saat sarapan sangat beragam dan enak sekali menu berganti setiap hari membuat tidak bosan saat menikmati hotel sangat ramah anak karena tersedia kolam renang untuk anak-anak dan taman bermain di akhir pekan,BUMN,Bintang 4,AstonPriority,positive,Kebersihan & Kenyamanan Kamar
Nur Fauzia Khasanah,2025,5,mohon normalize wfa di hotel s k berlaku jika zaman dulu hotel identik sama stay bermalam jika sekarang hotel tuh tidak cuma nyediain tinggal saja bahkan kafe dan restoran pun ada ya emang udah ada dari lama aku mau terima kasih sangat buat petugas di aston prioritas yang ngebolehin tinggal pertemuan di restoran dari jam makan siang sampai jelang persiapan makan malam tidak diusir tidak disuruh pindah cuma bilang menikmati saja ya kak cuma memang makanan sudah tidak ada saja setelah jam 3 ini normal kok memang sudah waktunya persiapan makan malam juga kan awalnya cuma berniat mau makan saja terus bertemu di tempat lain tapi pilihan makanannya yang sangat banyak itu,BUMN,Bintang 4,AstonPriority,positive,Pelayanan Staf & Keramahan
Arabella Kanaya,2025,5,Suka deh tinggal di sini pelayanan nya oke banget saya tinggal di aston bisa sebulan sekali di lantai dan kamar yang berbeda saya lebih sering di menangani staf kebersihan yang cowo biasanya saya selalu mengingatkan ke staf kebersihan untuk ganti sprei tapi baru ini ada staf gadis yang baru bertemu dua kali sama saya tapi sudah mengerti dengan kebiasaan saya saat kamar saya tidak menangani dengan mba mia dia sudah tahu apa kebiasaan saya tanpa harus saya mengingatkan mba mia ramah juga saat dikamar kebetulan saya berbicara aktif dan saat banget bertemu staf yang rendah hati juga terima kasih mba mia atas pelayanannya,BUMN,Bintang 4,AstonPriority,positive,Pelayanan Staf & Keramahan
Noordama,2025,5,pengalaman menginap dan pertemuan yang sangat memuaskan menginap di hotel aston prioritas simatupang conference center merupakan pengalaman yang sangat menyenangkan kamar bersih nyaman dan tertata dengan baik sangat mendukung untuk beristirahat maupun bekerja ruang pertemuan sangat baik dan nyaman fasilitas lengkap serta mendukung kegiatan rapat dan konferensi dengan pelayanan staf sangat sopan ramah dan profesional selalu membantu sigap kebutuhan tamu kualitas makanan sangat enak dan bervariatif baik untuk sarapan maupun jamuan pertemuan secara keseluruhan hotel ini sangat direkomendasikan untuk keperluan menginap maupun kegiatan bisnis terima kasih aston atas pelayanan yang luar biasa terima kasih juga untuk kak melalui atas keramahtamahannya,BUMN,Bintang 4,AstonPriority,positive,Kebersihan & Kenyamanan Kamar
Imran Rashid,2025,4,masuk hotel selama 14 hari kamar no 1027 hal pertama yang saya perhatikan hangat dan tulus menjaga mentalitas setiap staf di sini setelah tiga hari tinggal mereka bahkan mengingat nama saya dan menyapa Anda saat melewati kamar pelayan pria mr fendi mengambil perawatan pribadi saat membersihkan kamar saya setiap hari dia menjaga perhatian khusus pada selera dan kebersihan saya kadang-kadang saya sibuk di meja saya pada panggilan dia diam-diam menjaga botol air di meja saya dan meninggalkan kamar dengan lembut menutup pintu orang besar makanan tidak masalah sama sekali banyak untuk memilih dari masuk satu makan malam koki bahkan seper,BUMN,Bintang 4,AstonPriority,positive,Kebersihan & Kenyamanan Kamar
A. Praz,2025,5,lokasi hotel di tb simatupang cukup strategis di jaksel dekat ke pasar minggu ragunan bahkan relatif ke pim atau blok m walau memang di jalur jalan yang selalu padat merayap makanannya variatif mulai dari salad hingga ke cemilan sebagai menu pembuka makanan utama ada variasi lontong dan nasi disini baru tau ada makanan nama lotek padang awalnya kupikir gado gado betawi karena letaknya berdampingan dengan soto betawi penyuka menu daging bisa coba tongsengnya mantap betul ada juga menu makanan jepang minuman cukup lengkap juga es campur dan eser silahkan swalayan lalu telinya makanannya cukup ramah bagi lidah ped,BUMN,Bintang 4,AstonPriority,positive,Lokasi & Akses Strategis
Abbott Hsu,2025,4,Lokasi strategis untuk hotel ini karena dekat dengan jalan utama dan pintu masuk jalan raya kamarnya rapi dan rapi untuk Anda tinggal dengan tempat parkir luas untuk Anda memilih sarapan buffet super lezat dan lezat dengan berbagai jenis masakan seperti makanan Indonesia Asia dan internasional staf benar-benar profesional dengan keramahan untuk melayani Anda dan memenuhi permintaan Anda sepanjang waktu untuk jujur itu adalah hotel untuk mengunjungi lagi kapan saja menikmati,BUMN,Bintang 4,AstonPriority,positive,Pelayanan Staf & Keramahan
ruth hutapea,2025,5,Kamar bersih yang bagus suasana bisnis suite nya hangat banget cocok untuk pasangan yang baru menikah yang ingin tinggal liburan dan makan malam romantis di kamar pribadi nya sudah menggunakan asisten google jadi lebih mudah untuk keperluan memanggil operator atau layanan kamar,BUMN,Bintang 4,AstonPriority,positive,Kebersihan & Kenyamanan Kamar
Denella PS,2025,5,pertama kali ke jakarta lalu memutuskan untuk menginap di aston prioritas simatupang selama 3 malam dan ya tidak mengecewakan sama sekali pelayanan staf terbaik semua ramah kamar bersih rapi fasilitas lengkap menu sarapan setiap harinya bervariasi mulai dari menu nusantara korea jepang jadi tidak akan bosen setiap hari ada menu sajian khas setiap kota yang berbeda nasi megono nasi uduk jakarta seneng banget ada toppoki sushi gorengan ala m4rugame dan yang paling terbaik ada jajanan pasar yang sangat dirindukan seperti nagasari kue mangkok pandan kue mangkok semua pokoknya layaknya menginap disini saran mungkin,BUMN,Bintang 4,AstonPriority,positive,Kebersihan & Kenyamanan Kamar
Jody Ruben,2025,5,hotel terletak strategis di jl t b simatupang kali ini berkesempatan untuk makan siang di resto buffet menu baru sangat beragam dengan masakan utama masakan indonesia yang berganti sesuai tema saat saya pergi ke sana masakan padang tersedia juga makanan lain yang saya makan nasipi sushi ini tidak kaleng2 sushi baru segar dan tidak kalah dari resto sushi terkenal pasta nasi hainan bebek soto betawi pastries lava choco dan banyak pilihan kue tradisional lainnya masakannya enak dengan bumbu yang medok pada setiap menuunya jadi disini tidak cuma pilihan menu yang banyak tapi kualitas makananannya juga top,BUMN,Bintang 4,AstonPriority,positive,Lokasi & Akses Strategis
