User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Rinie M,2025.0,5,Saya menginap di sini karena ada lamaran ponakan dan memilih hotel patra karena nama besar pertamina dan saya terkejut siy melihat hotel dan pelayanannya interior sederhana tapi bersih dan rapih saya mengambil tipe deluxe 1 bed sangat bersih dan rapih cuma memang kamar mandinya kecil tapi tidak apa saya ingat kondisiisinya lokasi strategis di jalan sutanan syarif kasim dan hanya 2 km dari jalan sudirman untuk rekreasi dan menginap oke siy bisa olga rumning berjalan atau sepedaan di sekitar hotel dekat dari kuliner legendaris bakso rahayu saya pasti akan datang lagi dan sangat merekomendasikan ke temen2,BUMN,Bintang 3,PatraDumaiHotel,positive,Kebersihan & Kenyamanan Kamar
Eliyus Wisnawaty,2025.0,5,kamarnya bersih ac nya dingin sarapannya enak dan beragam tinggal disini karena transit mau ke melaka saat ini saya minta alamat pelabuhan eh malah dikasih tau ada layanan di pelabuhan gratis dari hotel mana sangat terbantu sekali,BUMN,Bintang 3,PatraDumaiHotel,positive,Kebersihan & Kenyamanan Kamar
Syalwa Niroha,2025.0,5,Salah satu hotel di Dumai yang nyaman dan bersih untuk sarapan pagi nya enak enak dan bervariasi pelayanan nya juga ramah dan cepat,BUMN,Bintang 3,PatraDumaiHotel,positive,Kebersihan & Kenyamanan Kamar
ghazian luthfi,2025.0,5,pengalaman menginap yang pertama kali berlibur dengan keluarga kondisi kamar yang bersih serta terawat kasur dan bantal yang empuk seperti hotel bintang 4 5 menu pilihan sarapan yang cukup lengkap bagi hotel bintang 3 dimana ada beberapa warung live cooking cukup rekomendasi sebagai pilihan hotel di dumai selain itu reservasi bisa dilakukan melalui telepon berhubung harga langsung lebih murah daripada aplikasi online,BUMN,Bintang 3,PatraDumaiHotel,positive,Kebersihan & Kenyamanan Kamar
Santy Angelica,2025.0,5,bentuk hotel baru sangat bagus dan elegan pelayanan nya sangat baik dan ramah dan memiliki fasilitas kamar yang bagus dan elegan cocok untuk tempat liburan bersama keluarga,BUMN,Bintang 3,PatraDumaiHotel,positive,Pelayanan Staf & Keramahan
Kanaya Nativa,2025.0,5,Di hotel Dumai patra ini menyanyikan baguss dan fasilitass nyaa cukupp lengkap kemudian nyaman bangett di sini sangat bersih banget kemudian makanan nyaa cukup banget,BUMN,Bintang 3,PatraDumaiHotel,positive,Kebersihan & Kenyamanan Kamar
Hilal Bakhtiar,2025.0,1,menu sarapan cuma 1 lauk ayam doang atau udang doang nasi putih keras bubur pernah 2 hari tidak di topup jauh dari rumah makan atau supermarket 7 malam yang sangat fak di Dumai diseberang rafineri habis meledak pula kalau 1 malam 200rb gpp sih,BUMN,Bintang 3,PatraDumaiHotel,negative,Kualitas Makanan & Restoran
Anggi Anggraini,2025.0,5,Hari ini sedang di ajakannya meja maner di hotel patra pelayanannya luar biasa sekali dan makanannya sangat enak saya suka steak ayamnya bintang 5,BUMN,Bintang 3,PatraDumaiHotel,positive,Kualitas Makanan & Restoran
Syarifah Annisa A,2025.0,5,Tempatnya cukup bagus dan nyaman pelayanan nya juga sangat oke fasilitas nya juga banyak dari sky lounge kolam renang tempat gym restoran dan tempat kelinci,BUMN,Bintang 3,PatraDumaiHotel,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Try Nova yanti,2025.0,4,jujur pengalaman ke hotel patra ini sangat bagus sekali pemandangan yang baguss lingkungan nya juga asri pelayanan nya juga sangat baik,BUMN,Bintang 3,PatraDumaiHotel,positive,Lokasi & Akses Strategis
Fiqa Noor,2025.0,5,hotel yang sangat nyaman buat dipilih kalau ke dumai keramahan nya top bangett staf nya sangat membantu banget dan ramah jasa antar ke pelabuhan nya sangat membantu,BUMN,Bintang 3,PatraDumaiHotel,positive,Pelayanan Staf & Keramahan
miftahul jannah,2025.0,3,Wastafel di toilet bocor layanan biasa saja lokasi strategis tapi untuk kota dengan penghasilan sda yang tinggi sayang sekali jalan baru jelek sekali dan bolong bolong,BUMN,Bintang 3,PatraDumaiHotel,negative,Lokasi & Akses Strategis
Schonemann Indonesia,2025.0,5,atra dumai hotel petugasnya sangat ramah dan sigap melayani sejak kedatangan kamar yang kami tempati bersih rapi dan menawarkan kenyamanan seperti di rumah benar benar mendukung istirahat berkualitas fasilitasnya lengkap anak anak sangat senang di kebun kelinci dan anak-anak sudut sambil kami menikmati waktu kebugaran di gym pelayanan ramah keluarga seperti ini membuat liburan bersama anak jadi lebih menyenangkan semua fasilitas dari gym kebun kelinci kolam renang hingga anak-anak sudut terasa terjaga dengan baik sesuai review tamu yang menyebut anak-anak suka rumah kelinci dan kamar-kamarnya super bersih,BUMN,Bintang 3,PatraDumaiHotel,positive,Kebersihan & Kenyamanan Kamar
