User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Jahanzeb Fikri budiman,2025,5,kamarnya luas enak bersih wangi kasur empuk cuma bantal jangan terlalu tebel saja layanan ramah murah senyum smua pegawainya makanannya lumayan enak buat sarapan kenyang kolam udara dingin bgtt selanjutnya bisa ad kolam air hangat mungkin ya syg banget kolam dewasa lg dibersihkn saat saat kesana lokasi deket kmn2,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
Ariyana Damayanti,2025,5,staffnya baik banget gercep bilang pesan h 1 saat libur nataru minta menghubungkan bener2 dikasih yang sebelumnya bilang penuh ternyata diusahakan kamar bagus luas dan bersih cuma minusnya satu kita bisa di lantai dua dan tidak ada lift lumayan ngos2an untuk barang dibantuin bawa si sama petugas,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
Susii,2025,5,Bener sangat puass sekalii terimakasih buat inna hotel tretes sangat keren mulai saya datang disambut sama bapak keamanan yang ramah sopan dulu pertama berjalan masuk kesana dikasih rekomendasi yang sangat puas dengan keinginan saya terimakasihh bapak rido sudah 3x kesana setiap hari sabtu sore selalu bertemu sama bapak keamanan dua ini pak heri sama pak rido terimakasihh banyaak maaf dulu pertama kali pergi saya kira bapaknya sebagai belboy keamanan sehat ternyata umur panjang ya buat bapak keamanan inna hotel tretes lihat anda merekomendasikan sangat soalnya saya sama suami suka tempat yang masih menyatu dengan pandangan alam untuk kamar nya yang yang,BUMN,Bintang 3,InnaTretesHotel,positive,Pelayanan Staf & Keramahan
CG,2025,5,Pelayanan resepsi ramah semua pelayanan cepat setiap tahun selalu ada pembaruan kolam anak membuat taman bermain besar membuat banyak sarapan oke semua petugas hotel ramah2 harga terjangkau rekomendasi,BUMN,Bintang 3,InnaTretesHotel,positive,Pelayanan Staf & Keramahan
nuraini noeki,2025,5,tempatnya nyaman bersih pemandangannya bagus dan juga pelayanannya ramah dan memuaskan terutama pihak keamanan yang bernama mas ridho yang sangat membantu saat alarm mobil saya kesalahan membantu mencari menyebab kesalahan hingga membantu menemukan solusi terima kasih mas ridho dan pihak ina teretes hotel,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
Cio Eunsang,2025,5,nginep semalem disini oke makanan buffet sarapannya juga enak enak layanan di resto juga oke banget pemandangannya sangat indah lumayan nyaman disini tolong ditingkatkan lagi kebersihan lingkungannya saja,BUMN,Bintang 3,InnaTretesHotel,positive,Kualitas Makanan & Restoran
adi saputro,2025,5,pelayanan stafnya sangat ramah dan membantu kamar bersih nyaman dan pemandangannya indah lokasinya strategis dan dekat dengan tempat wisata sangat merekomendasikan hotel ini stafnya luar biasa fasilitasnya lengkap dan suasananya sangat tenang makanan di restoran enak dan harganya terjangkau sangat merekomendasikan juga ada 2 kopi yang pemandangannya bikin candu sekitar kolam juga ada pohon rumah 2 kolam anak dan taman bermain ada goa jepangnya juga secara keseluruhan pengalaman menginap sangat menyenangkan karena staf yang profesional dan fasilitas yang memadai fasilitas kolam renang kafe restoran wi fi dll pelayanan kecepatan respon staf keramahan profesionalisme kamar kebersihan ukuran kenyamanan pemandangan lokasi kedek,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
Lita Mutiarani,2026,5,Over all oke akan tetapi untuk pemesanan makanan sampai jadi lama banget dari berenang sampai kering sampai minum habis belum jadi2 mohon di perbaiki kembali ya see u next time tetap recomend,BUMN,Bintang 3,InnaTretesHotel,negative,Kualitas Makanan & Restoran
Rimba Andrian,2025,5,sudah beberapa kali menginap di hotel ini emang sudah jadi langganan bersama keluarga soalnya terasa dingin dan seger apalagi deket alam jadi nuansa alaminya terasa sangat stafnya juga sangat membantu bawa barang kami kolam renangnya beuh seger banget makanan di kafe dan restonya juga terjangkau yang favorit di kafeenya tuh nasi goreng daun jeruk disantap dengan menikmati suasana alam cocok banget pokoknya disini udah tempat wajib kalau liburan soalnya mau kemana juga deket,BUMN,Bintang 3,InnaTretesHotel,positive,Kualitas Makanan & Restoran
Alda Chelsia,2025,3,kamar nya perlu peremajaan seperti mandi nya perlu diganti karena ngelopek semua layanan resepsionis mba rasti apa siapa itu namanya sangat amat bagus ramah ramah layanan restorannya mba yang gendut sangat ramah dan mba yang kurus yang tinggi berkerudung cemberut saja makanan nya cuma sedikit pilih salah satu menu makanan misal ada nasi rawon nasi soto nasi pecel jadi harus memilih salah satu trs buah ada semangka dan melon trs ada roti kecil kecil 2 varian kurang enak layanan restoran antar ke kamar beli keju burger 69k g enak gosong atos nampannya kotor sampek rotinya saja ngelupas ngelupas ngelupas,BUMN,Bintang 3,InnaTretesHotel,negative,Pelayanan Staf & Keramahan
Ahmadi Charis,2025,4,tempat bersih estetik tpi pemesanan melalui pihak ketiga tidak menjamin siap kamar yang sesuai pesan kita di tempat di upgrade untuk kamar ada biaya tambahan,BUMN,Bintang 3,InnaTretesHotel,negative,Kebersihan & Kenyamanan Kamar
vincencius felix,2025,5,perkembangan hotel inna ini luar biasa saya dari kecil sering kesini stlh absen cukup lama sekitar 5 tahunan baru 2025 ini saya kesini lagi berubah hampir total tanpa menghilangkan identitas inna yang nyaman fasat banyak dipercantik tempat sarapan juga luar biasa harga masih terjangkau sedikit masukan untuk kamae lama bisa diperhatikan beberapa titik udara dari kran washtafel tidak jernih dan agak pengap tapi masih bisa diterima meskipun begitu perubahannya sangat layak diapresiasi semoga akan selalu menjadi lebih baik lagi sukses untuk inna tretes,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
Rasya Rasya,2025,5,Staff di hotel ini sangat ramah dan membantu pelayanan mereka membuat kami merasa seperti di rumah sendiri atau mereka benar benar benar luar biasa sarapan lezat setiap pagi makanannya enak dan bervariasi atau kualitas makanan sangat memuaskan kolam renangnya dingin dan tempatnya sangat santai fasilitas spa baru luar biasa atau parkir mudah diakses dan cukup luas hotel ini sangaat rekomendasi karena hotel ini memliki pemandangan gunung penangungan dan gunung welirang selain itu di kamar arjuna dapat melihat udara terjun,BUMN,Bintang 3,InnaTretesHotel,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Fawaidul Biladina,2025,5,minggu kemarin saya sekeluarga menginap di hotel inna tretes pasuruan dan jujur kami puas sekali kamarnya bersih nyaman dan bikin betah makanannya enak dengan banyak pilihan cocok untuk keluarga pemandangan sekitarnya masyaallah indah dingin dan menenangkan saat sekali untuk waktu berkualitas bersama keluarga pelayanan juga ramah dan membantu terima kasih hotel inna tretes pasuruan atas pengalaman menginap yang menyenangkan insyaallah ingin kembali lagi,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
Indah Diankaa,2025,5,Pelayanan ramah memuaskan tempat dingin dingin palayground variatif sarapan cocok di lidah dan kemarin akhir pekan ada gratis mini bioskop 3d anak jadi betah nya saya bawa anak kecil kamar dekat dengan goa jepang jadi suasananya menakutkan kalau malam suara dari luar kamar samping masih terdengar selebihnya bagus terima kasih,BUMN,Bintang 3,InnaTretesHotel,positive,Pelayanan Staf & Keramahan
akmal hidayat ahok,2025,4,hotel bersih dan pelayanan ramah sarapan kurang lengkap tapi nasi gorengnya enak banget pengalamaninya bakal ksni lg kalau liburan ke prigen oh iya kolam renang ada yang dalam 4m jadi bagi yang suka berenang ini bagus banget saya kesini ngga bawa baju renang jadi harus ksni lg nanti,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
Edwan Wu,2025,5,Pelayanan nya sangat ramah parkir luas makanan enak bnyk fasilitas taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman taman,BUMN,Bintang 3,InnaTretesHotel,positive,Pelayanan Staf & Keramahan
Tommy Irwanto,2025,5,pengalaman kami saat menginap di sana pelayanan petugas sangat ramah sekali dan menjelaskan secara rinci tentang satu persatu kamar makanan sangat enak wifi berguna dengan baik secara keseluruhan saran yang baik perawatan eksterior kamar serta penerangan di sekitar taman lebih diperhatikan lagi,BUMN,Bintang 3,InnaTretesHotel,positive,Pelayanan Staf & Keramahan
Lisaria Anjelina,2025,5,Inna tretes hotel berlokasi di jl raya tretes prigen pasuruan hotel dengan pemandangan pegunungan bukit dan tanaman yang sangat indah tersedia kolam renang cafe resto taman bermain goa jepang parkir luas dan taman yang bagus dan banyak pemandangan untuk foto2 juga untuk kamarnya luas dan bersih cuman banyak hewan2 terbang di dalam kamar untuk pelayanan wifi super ramah lancar dan suasana tenang,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
hesty dinata,2025,5,Paling seneng liburan singkat ke daerah tretes opsi keluarga ke inna tretes ini ada kenangan tersendiri di hotel ini kamar deluxe jadi pilihan kluarga anak2 nyaman anti rewel selama tinggal di sini ditambah lg ada fasilitas2 untuk anak bermain ada tempat kyoto untuk foto2 dan keasriannya itu bikin kangen,BUMN,Bintang 3,InnaTretesHotel,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Aji Prabudi,2025,5,seluruh karyawan hotel ini sangat ramah view gunung serta suana sejuk menemani saat menginap di hotel ini dari kamar yang cukup bersih serta makanan sarapan yang bervariasi dan enak enak secara keseluruhan saya dan teman teman saat tinggal di sini sangat puas,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
Fahmi Putra,2025,5,Tidak perlu berlibur ke inna dengan 300 an sudah bisa kamar luas kamar mandi mandi dan udara panas nya jos view tidak perlu di ragukan kolam renang bagus tapi tidak berani renang karna dingin,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
yulianto eko,2025,4,overall bagus view jeepangan kamar luas dan wifi mantab staf ramah dan ketika kami menginap disana ada acara Sabtu malam yang ditampilkan oleh para staf sendiri menarik dan keren hanya saja kolam untuk anak anak kecil dan sedikit kurang menarik,BUMN,Bintang 3,InnaTretesHotel,positive,Pelayanan Staf & Keramahan
wellyta nelda,2025,5,makanan sangat cocok dilidah orang sumatera saya lupa soto apa rasanya terbaik nasi goreng kambingnya juga keseluruhan enak kolam renangnya nyaman kamarnya saya tidur dengan sangat nyenyak itu terbaik,BUMN,Bintang 3,InnaTretesHotel,positive,Kebersihan & Kenyamanan Kamar
Tri Milah,2025,5,menginap dihotel ini terasa nyaman banyak bunga bunga yang membawa nuansa alam udaranya dingin pegawainya ramah pelayanan cepat makanannya uenak dan banyak foto spot yang bagus dan juga ada area bermain bermain untuk anak,BUMN,Bintang 3,InnaTretesHotel,positive,Pelayanan Staf & Keramahan
