User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Aleska Ness,2025,2,saya 2x menginap di hotel ini untuk transit saat mudik yang pertama di bulan Juni 2025 semuanya baik nah yang kedua sekitar tgl 19 21 sept 2025 kami sampai sore menjelang maghrib reservasi di tempat untuk 2 kamar menghubungkan dapatnya di lt 2 begitu buka pintu kamar bau rokoknya parah padahal saya membawa anak2 sampai saya bertanya ke petugasnya apakah lantai ini merokok dijawab tidak mereka tidak menyediakan kamar merokok saya curiga ada yang merokok di salah satu kamar di kamar lalu secepatnya masuk dari sela2 lubang tindakan yang dilakukan adalah saya memprot kamar kami dengan petugas pengharum ruangan saya,BUMN,Bintang 3,BrothersSolo,negative,Harga & Value for Money
Endah Fajri A,2025,4,Hotel ini menawarkan lokasi yang sangat strategis dekat dengan pusat perbelanjaan dan kafe menjadikannya pilihan menarik di luar pusat kota hotel ini masih terawat baik dan nyaman kamarnya luas dengan meja kerja fungsional hanya saja colokan listrik dekat kasur tidak tersedia dan jika mendapat kamar di lantai 1 view nya akan terbatas,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Iwan Chen,2025,5,hotel ini ada di sudut jalan ir soekarno dan posisinya sangat strategis parkir luas juga hotelnya nyaman kebersihan kamar juga oke fasilitas kamar cukup lengkap dengan pengering rambut ada ruang ruang serbaguna di hampir setiap lantainya pelayanan dan layanan sangat memuaskan harga juga oke,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Think Bee,2025,5,Brothers hotel yang strategis di pusatnya solo baru balkonnya nyaman parkirnya melingkar kamarnya tidak tau blom pernah nginep cuman banyak sekali hadir di ruang dansa ini makanannya sih enak banget saat ini,BUMN,Bintang 3,BrothersSolo,positive,Lokasi & Akses Strategis
martinus gondo,2025,5,resepsi nya ramah sopan tim pembersihan layanan nya sopan serta lorong nya mewah pakai karpet tebal serta kamar bersih lokasi hotel strategis dekat tempat makan dan kuliner serta mall satu saran dari saya pengguna rutin hotel saudara tolong dibuatkan spklu buat mobil listrik,BUMN,Bintang 3,BrothersSolo,positive,Pelayanan Staf & Keramahan
Derman Janner Lubis,2025,5,lokasi hotel cukup strategis dengan lokasi proyek parkir tersedia pelayanan ramah ruangan hotel bersih dan menu sarapan cukup enak tapi tidak beragam kamar mandi tidak tertutup sehingga udara membuat mandi basah sampai ke area pintu,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Wahyu Widayani,2025,1,overall kamar sebenarnya oke kebetulan saya menginap waktu ada acara di solo jadi rate tinggi sayang air mati setelah nyala baik mandi kloset maupun wastafel berwarna hitam seperti air selokan telepon resepsi 4 x tidak ada yang datang ke kamar kami cek keluar tanpa mandi menurut resepsi pompa air mati luar biasa cara nya menanggapi komplain,BUMN,Bintang 3,BrothersSolo,negative,Kebersihan & Kenyamanan Kamar
Faqih Usman,2025,2,hati yang mau memesan online via wa kamar tinggal deluxe harga 500 di aplikasi agod dan perjalanan masih ada kamar dengan harga tipe raja pesan saya ternyata dibatalkan sepihak karena kamar habis komplain ke cs katanya suruh chat cs agoda layanan uang buruk melayang mengecewakan,BUMN,Bintang 3,BrothersSolo,negative,Harga & Value for Money
Riosamgar praditya,2025,5,yang terbaik untuk kamar dan pemandangan masuk 9 fl fasilitas kamar tipe kamar superior komplit ada smart tv youtube netflx harus punya akun netflix biar bisa menonton pengering rambut ac dingin seperti di mobil panther view langsung ke kota solo yang pasti dekat dengan kuliner lain kali bakal kesini lagi,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Fitriana Luki,2025,5,Hotel favorit di solo baru kamar luas bersih dan akses ke mana2 decat kalau malam wajib makan sup iga di samping hotel enaak,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Nabil Adventure,2025,5,Tampaknya nyaman nyaman enak kamarnya luas toiletnya bersih resepsionis nya juga ramah untuk harga sendiri standar tempat parkir banyak,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Love Lee,2025,5,lokasi nya strategis banget saat di depan banyak restoran 24 jam ada burger king kfc deket taman mall pakuwon kahyangan apartemen oh ya wifi nya oke juga,BUMN,Bintang 3,BrothersSolo,positive,Lokasi & Akses Strategis
Calisto Boy,2025,3,menginap semalam karena di biaya mati listrik hampir 3 jam gelap dan gerah jadi memutuskan untuk menginap di hotel ini,BUMN,Bintang 3,BrothersSolo,negative,Harga & Value for Money
Rusli G. Saputra,2025,5,hotel yang nyaman 2 kali kesini hanya sekedar buat menginap dan puas kamarnya bersih kasur empuk bantal empuk view juga kuep kamar mandi bersih pemanas air berfungsi baik mandi juga tidak ngadat lancarr untuk lokasi lumayan lah kanan kiri banyak yang jual kaki lima warung tenda jadi tidak bingung klo mau makan atau klo mau jalan kaki bentar juga bisa pergi pakuwon taman terima kasih saudara-saudara,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Tri Kurniawan Darmoko,2025,4,baru pertama kali nginap disini saat akhir pekan panjang harga masih amanlah di perjalanan letaknya enak klo malam dekat kuliner enak di tenda kamar kuas banget kasur empuk ac dingin wifi super cepat udara panas menyala tv nya sudah pintar bisa netflix an cuman kekurangnya sih tidak ada tisu wajah antara resepsionis sampai angkat jauh banget jalannya pintu masuk nya juga tidak ramah pejalan kaki,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Yorista Waluyo,2025,4,lokasi strategis secara keseluruhan bagus tapi saat kamar yang saya pakai knalpot sudah waktunya dibersihkan saluran udara menggenang tolong menjaga rutinitas diperhatikan,BUMN,Bintang 3,BrothersSolo,positive,Lokasi & Akses Strategis
Primastuti Satrianto,2025,5,ternyata solo baru banyak hotel dianjurkan salah satunya saudara ini nuansa santorini van solo baru dari lantai 9 langit cerah bisa ngliat matahari terbenam yang cantik banget berlatar merapi merbabu terima kasih mba ayu di resepsionis yang telah merekomendasikan kamar ini kamar mandi bersih dan kamar luas dianjurkan oleh manda,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Kris Priatmoko,2025,1,hanya menang di lokasi air kamar mandi kotor tidak ada solusi tidak ada permintaan maaf dari manajemen juga kami cek keluar tanpa mandi,BUMN,Bintang 3,BrothersSolo,negative,Harga & Value for Money
Aznan Adviis,2025,5,Saya bermalam di hotel ini setelah 2 malam di hotel solia mungkin kalian bertanya tanya kok turun tapi jujur hotel ini lebih oke dari solia secara wifi hal penting yang saya butuhkan sangat kencang android tv oke sangat sangat berbeda dengan hotel sebelumnya yang jelek sangat cuma buat android tv saja tidak sanggup parah dah hotel sebelumnya kurang nya cuma di gym dan kolam renang saja jika untuk sarapan oke dan rasanya juga enak mengisi nya juga cepat pelayanan dari staf nya juga cepat tanggap puas dan jika ke solo hotel ini rekomendasi untuk saya dan keluarga tinggal karena dekat dengan tempat makan dan mall jadi tidak bingung mau makan di mana,BUMN,Bintang 3,BrothersSolo,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Gun The EdGe,2025,5,Hotel ini terletak di lokasi yang sangat strategis dekat dengan park mall dan pakuwon mall solo baru di sebelah seberang dan sekitar hotel banyak terdapat tempat makan berjejer jejer mulai dari warung makan lesehan hingga resto hotel yang cukup mewah dengan 2 lobi yang besar dan luas didukung tempat parkir mobil yang banyak kebersihan dan keamanan terjaga dengan baik koridor di setiap lantai yang senantiasa bersih harum dan dingin untuk kamarnya sendiri cukup luas bersih tempat tidur dan banyaknya juga berkualitas kebetulan mendapat kamar dengan jendela kamar yang cukup besar pemandangan juga bagus bersih dan juga tidak bau pelayanan,BUMN,Bintang 3,BrothersSolo,positive,Lokasi & Akses Strategis
mahendra hutama,2025,2,menginap tgl 11 12 okt hari minggu air kamar mandi sangat kotor sudah mengeluh tapi sejam lebih berwarna ada perbaikan cukup kecewa,BUMN,Bintang 3,BrothersSolo,negative,Kebersihan & Kenyamanan Kamar
Dedi,2025,3,lokasi oke strategis menu sarapannya oke juga luaran sekitar kuliner mantap kamar cukup bersih namun ac tidak dingin hny mentok di 24 air panas terbatas hny 15 ltr informasi panas lagi tunggu 30 menit tapi sudah lewat jg tidak kunjung panas dikomplain istri anak ni ya mungkin tipe double king bed dengan sarapan dibatasi seperti tersebut di atas tidak bisa untuk 2 orang ataupun keluarga mungkin harus memilih di suite yach mungkin kualitas pelayanan sesuai harga mohon untuk kedepannya bisa diperbaiki kembali pelayanan haturnuhun,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Alfian Rokhmansyah,2025,5,kamar luas bersih tv sudah smart tv kamar mandi bersih handuk bersih udara hangat agak susah jika pagi tidak tersedia tisu di meja kamar,BUMN,Bintang 3,BrothersSolo,positive,Kebersihan & Kenyamanan Kamar
Dimas Sungsang Setiano,2025,5,lokasi hotel sangat strategis dekat dengan rumah sakit kuliner diluar hotel banyak pilihan dekat dengan kuliner francais besar pesan ambil mobil dari hotel menuju alun alun selatan solo tidak terlalu mahal wisata malam dekat hotel cukup ramai cocok untuk yang suka berjalan kaki kamar hotel cukup nyaman saya dapat kamar di lt 10 hadap ke timur viewya siang maupun malam dapat sinar matahari pagi yang sehat namun ada hal yang sedikit mengganggu untuk saya yaitu lantai keramik seperti kosong jadi berbunyi saat diinjak takutnya bisa pecah saat melakukan benda yang keras contoh pihak pihak deodoran mohon hotel untuk memperbaiki hal tersebut layanan cukup memadai karyawan ramah,BUMN,Bintang 3,BrothersSolo,positive,Lokasi & Akses Strategis
rachmat saleh,2025,3,memilih tinggal di hotel ini karena lokasinya yang sangat strategis di daerah kuliner solo baru dekat dengan 2 mall besar taman dan pakuwon mall termasuk hotel yang agak lama dengan bangunan yang cukup terawat tapi membutuhkan renovasi atau penyegaran jika untuk bintang 3 kayaknya tidak cocok minimal fasilitas furnitur kamar tampak sudah lama tv masih jadul belum bahkan beberapa saluran banyak semutnya kolam renang tidak ada dulunya mendapatkan akses gratis ke pandawa airworld yang sekarang sudah tutup permanen tempat gym tidak ada sauna juga taman bermain tidak ada resto ala kadarnya dan menurutku ini yang terparah baik menu maupun layanan hotel nya staf hotel umumnya sarapan ramah,BUMN,Bintang 3,BrothersSolo,negative,Lokasi & Akses Strategis
Aan Prasetyo,2025,4,Masukan saja buat manajemen hotel untuk akses masuk dekat toko kucing wawa sering kali terjadi kecelakaan dengan mobil atau motor yang akan masuk ke hotel padahal ada keamanan yang jaga di dalam pos tetapi tidak pernah menunggu di pinggir jalan atau mengamankan mobil motor yang akan masuk hotel mohon solusi nya terimakasih,BUMN,Bintang 3,BrothersSolo,negative,Lokasi & Akses Strategis
