User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Daster Batik,2026,4,kesini karena acara kantor kekurangannya parkir motor agak gelap dan staf di daerah keluar masuk hotel jadi sedikit dari parkir mau ke ruang pertemuan bingung jalannya karena dia menyatu sama apartemen,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Lokasi & Akses Strategis
ENJIN TISNO,2026,5,hotel yang bagus dengan pelayanan yang sangat baik dan ramah lokasi strategis menu sarapan banyak dan enak semua kamar bersih dan luas sangat senang dan nyaman tinggal di sini,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Kebersihan & Kenyamanan Kamar
Rafasyh,2025,5,Hotel yang sangat rekomendasi kamarnya bersih stafnya ramah2 sekali terutama yang mengantarkan cuci pakaian saya waktu itu atau valia dia selalu tersenyum ramah dan baik,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Kebersihan & Kenyamanan Kamar
Mimit Andreana,2025,5,hotel yang sangan rekomen untuk menginap bisnis atau staf keluarga nya ramah ramah pelayanan full service makanan enak kamar besar dan bersih puass dah,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Kebersihan & Kenyamanan Kamar
Hany Purwanti,2025,4,staf ramah terima kasih untuk pak pandi yang membantu dan informatif saat saya sarapan sangat menyayangkan kebersihan kolam renang dan taman bermain anak kurang lantai kolam anak licin dan ada keramik yang sudah rusak di beberapa tempat mohon ditingkatkan lagi kebersihan area tersebut,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,negative,Pelayanan Staf & Keramahan
Iman Haqiqi,2026,5,mantap hanya tempat wudhu di dekat aula yang kurang memadai dan ac mushalla tidak dinyalakan saat mushalla dipakai,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,negative,Harga & Value for Money
Sulis Sulis,2025,3,akses wifi dibatasi hanya 4 perangkat per kamar astaga baru nemu hotel begini entah aturan hotelnya atau gmna emg beda ya bayar wifi perangkat yang terkoneksi 1 atau 100 perangkat minta disambung tambah perangkat sih gercep ditanganin sama staf itu nya tapi ditengah2 zoom ujian koneksi wifi terputus baik di hp ataupun laptop pakai data selular sinyal tidak stabil dahlah emosi sangat ribet staf yang bertugas di tempat sarapan dan kamar bersih baik dan ramah secara keseluruhan kamar saat sarapan buah yang disajikan agak bau basi ya keju di salad juga asem pahit tengik malam lainnya oke kolam renang kalau oke,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,negative,Kebersihan & Kenyamanan Kamar
Perdanawan P. Pane,2025,5,Tolong jangan viral nanti rame jadi repot jika mau tinggal liburan dengan damai disana overall layanan luar biasa kolam renang sarapan kamar semua baik,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Kebersihan & Kenyamanan Kamar
Imas Susana,2025,5,sampai mau ngulang beberapa kali ke hotel ini berrti jelas karna sudah teruji nyaman hotelnya staf yang ramah2 ada mas gibran yang membantu banget juga terima kasih buat mba cica yang sudah bantu mini dekor kamar untuk ulang tahun anakku,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Pelayanan Staf & Keramahan
Kika Bayuaji,2025,5,disambut baik manager ruang rapatnya luas menu kopi sarapan enak menu bfast restonya juga banyak kamar luas lokasi strategis dekat tol,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Kualitas Makanan & Restoran
Manusia Mars,2025,2,Saya menghadiri sebuh acara di hotel ini namun alangkah terkejutnya saya dengan gelas yang saya pakai ada terlihat jamur dan aroma kurang sedap di gelas tersebut dan beberapa karyawan hotel pun saat ramai terlalu sembrono sehingga hampir menabrak pengunjung dengan membawa makanan dan ada juga karyawan hotel yang mengganti menu makanan pada saat pengunjung tersebut masih menggambil baru,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,negative,Fasilitas Hotel (Kolam/Gym/Spa)
eko prastiyanto,2025,2,kamar oke pelayanan kuramg terutama area parkir kotor sekali seperti gedung tua dan tidak ada petugas yang mengarahkan di gedung parkirmya sehingga parkirnya baru berantakan,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,negative,Kebersihan & Kenyamanan Kamar
Novillia Lestari,2025,5,Semua staf ramah dan anak-anak ramah pokoknya nyaman banget semua staf komunikatif ngga nyesel nginep disini dan pasti akan kembali lagi baik semua pelayanan sya nginep di ruang teras mewah kamar baik sampai anak saya bilang kapan kesni lagi alhamdulillah sudah punya anggota,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Pelayanan Staf & Keramahan
Kapten Jay,2025,1,lagi foto wisuda di gangguin keamanan dibilang harus izin percaya ke resepsionis tanya dibolehin eh keamanan tetap ngeyel ngga dibolehin aduh tolong di brif dulu keamanan nya lah,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,negative,Harga & Value for Money
Ade Purnama,2025,5,kami sekeluarga sangat puas dengan layanan dari hotel ini anak anak kami juga sangat senang karena dapat mengejutkan dari tim ihg semoga terus mempertahakan layanan dan pelayanannya,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Pelayanan Staf & Keramahan
Raffa Putra,2026,5,Ke sini bersama keluarga ambil kamar delux kamar bersih layanan baik sarapan baik,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Kebersihan & Kenyamanan Kamar
D'Orenz Channel,2025,5,resto pelayanan hotelnya cukup memuaskan kamar cukup luas area cukup strategis mudah dijangkau terima kasih,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Kualitas Makanan & Restoran
dedi alqifari,2026,5,Holiday masuk selalu baik dalam kebersihan staf ramah sarapan mantap,KOMPETITOR,Bintang 4,HolidayInnCikarangJababeka,positive,Pelayanan Staf & Keramahan
