User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
arif soemarjono,2025,5,saya sudah 2 kali menginap di hotel ini dan saya sangat puas dengan semua pelayanan dan fasilitasnya meskipun hotel ini bukan bintang 5 dan tidak terlalu besar tetapi kamar dan ruangan2nya bersih kamarnya cukup besar semua staf nya sangat ramah dan tanggap mulai dari keamanan sampai kamar anak laki-laki semuanya ramah dan responsif sarapannya meskipun tidak selengkap hotel bintang lima tapi rasa semua makanan sangat enak dengan bahan yang berkualitas dan penyajian yang sangat baik dan elegan mengingatkan kepada hotel hotel di Eropa luar biasa liburan Inn sanur bali terima kasih untuk pelayanannya semoga terus dipertahankan apa yang sudah baik dan masa lalu akan menjadi hotel favorit saya,KOMPETITOR,Bintang 4,HolidayInnBaliSanur,positive,Kebersihan & Kenyamanan Kamar
Reyna Vidyantari,2025,5,kamar sangat nyaman dan bersih pelayanan sangat ramah dan profesional lokasi sangat dekat dengan pantai jalan di depan hotel sangat sempit dan dijadikan tempat parkir sehingga taksi sulit lewat tapi secara keseluruhan pasti saya akan kembali ke sini,KOMPETITOR,Bintang 4,HolidayInnBaliSanur,positive,Kebersihan & Kenyamanan Kamar
ilman ilman,2025,5,hotel yang keren kamarnya bersih kamar mandi lega terawat rapih dan juga bersih sarapannya juga lumayan enak pelayanannya baik sekali ramah,KOMPETITOR,Bintang 4,HolidayInnBaliSanur,positive,Kebersihan & Kenyamanan Kamar
alfio Japi,2025,5,hotel yang sangat bagus bermain baik dan pemndangan indah,KOMPETITOR,Bintang 4,HolidayInnBaliSanur,positive,Harga & Value for Money
mary,2025,5,Super suka sama interior desain hotelnya terutama area lobby dan kamar mandi dalem kamar berasa kayak butik modern hotelnya tembus ke area interkontinental yang sama2 dikelola oleh ihg satu tapi beda manajemen kemudahan akses tapi lebih sukaan di holiday inn saja anggaran bijak sih,KOMPETITOR,Bintang 4,HolidayInnBaliSanur,positive,Kebersihan & Kenyamanan Kamar
atek utama,2025,5,kamarnya lega ranjang dan bantalnya nyaman banget,KOMPETITOR,Bintang 4,HolidayInnBaliSanur,positive,Kebersihan & Kenyamanan Kamar
Putrierika Sari,2025,1,pengalaman saya di sini saya sangat kecewa karena pelayanan sangat buruk belum pernah mau wawancara kerja sudah lama menunggu padahal ada staf dw tapi tidak ada yang peduli bahkan untuk bertanya pun tidak ada mohon ditingkatkan lagi kebijakan hotelnya agar tidak ada lagi yang mengalami kejadian ini bahkan niat baik untuk mencari pekerjaan agar tidak ada lagi kejadian seperti ini yang sangat memubahkan,KOMPETITOR,Bintang 4,HolidayInnBaliSanur,negative,Harga & Value for Money
I Dewa Gede Wisarjana,2025,5,Salah satu hotel favorit di Sanur dengan pelayanan yang ramah dan fasilitas yang bagus,KOMPETITOR,Bintang 4,HolidayInnBaliSanur,positive,Pelayanan Staf & Keramahan
Shisya Ayudya,2025,5,hotelnya nyaman suka banget sama interior kamarnya stafnya juga ramah dan sangat membantu untuk sarapan makan siang dan makan malam makanannya enak semuanya,KOMPETITOR,Bintang 4,HolidayInnBaliSanur,positive,Pelayanan Staf & Keramahan
yudha,2025,5,hotel nyaman dan bagus pelayanan ramah,KOMPETITOR,Bintang 4,HolidayInnBaliSanur,positive,Pelayanan Staf & Keramahan
