User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
M Nur Rahmatullah,2025,5,hotel mewah dengan harga yang terjangkau wangi bersih staf ramah dan berguna fasilitas oke ada pengering rambut juga dan handuknya ada yang kecil juga mgkn buat bersihin muka smart tv layar besar mgkn diatas 40 inci amenities lengkap bantal besar dan dapat 2 di masing2 tempat tidur saya pesan twin bed ac dingin sarapan lumayan 8 5 10 kolam renang oke dan ada sore snack nya betah pokoknya berlama2 dikamar alhambra satu hal minus yang saya dapat waktu cek tgl 25 des kemarin di salah satu kamar yang saya pesan sepertinya bagian rumah menjaga lupa membersihkan tempat sampah yang kamar yang mgkn,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Fasilitas Hotel (Kolam/Gym/Spa)
Agung DP,2025,5,hotel terbaik di kota singaparna view langsung gunung kamar luas bersih sarapan bnyk variasi toilet kamar parkir luas n bnyk ada sky coffee di atap gratis teh kopi jus cemilan selamat minum akses ramp parkir sempit kurang terlihat klo dari jln raya tidak ada rencana yang gede di sisi ujung spbu tambahan saja kasi ramp kecil pintu masuk lobi angkat parkir agar bawa koper tidak perlu angkat di atas semua puas disini,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Kebersihan & Kenyamanan Kamar
Resti Vidia Putri,2026,5,kalau mau staycation atau liburan ke tasik rekomen nginepnya memperbaiki disini kamarnya luas bersih ac dingin makanan enakenak ada menu kebulinya juga sampai minuman sehatpun ada cuco khaan dilain kesempatan nanti kalau ke tasik nginepnya pasti disini,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Kebersihan & Kenyamanan Kamar
Annisaa Nurhayati,2025,5,Beberapa kali menginap di sini untuk perjalanan bisnis kamarnya okee sudah ada smart tv dengan netflix dan youtube jika ada kendala teknis teknisi sigap membantu mereka dekorasi dari hotel ini,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Pelayanan Staf & Keramahan
Aris unggul prasojo,2025,5,pengalaman menginap menyenangkan bersama klg kenyamanan kamar layanan menu sarapan oke desain interior hotel jg detail saran pintu kamar mandi kamar 711 sulit untuk ditutup rapat mungkin karena bahan pintu dri kayu lembab shg mengembang secara keseluruhan oke insyaallah klo k tasik bisa jadi pilihan utama untuk menginap lgi,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Kebersihan & Kenyamanan Kamar
Rany Anggraeny,2025,5,Saya menginap di hotel ini sudah 2 kali pertama bulan November 2024 lalu bulan ini Oktober 2025 satu2nya hotel di singaparna yang mnurutku harga nya masih terjangkau tapi layanan yang oke banget dengan konsep kamarnya luas kasur nya empuk makanan enak sarapan banyak macamnya fasilitas lengkap parkir luas dekat dengan spbu btw terima kasih atas keramahan Anda alhambra teruskan yaa saya pasti akan kembali untuk kunjungan saya berikutnya,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Kebersihan & Kenyamanan Kamar
Nina Resdiana,2025,5,senang sekali ada hotel mewah di singaparna tasikmalaya karena cukup sulit mencari hotel yang bagus di singaparna hotel masih baru dan dirawat dengan baik pelayanan ramah interior sangat cantik akan kembali ke alhambra,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Kebersihan & Kenyamanan Kamar
Muni Anisa,2025,4,pelayanan oke ramah dan full service lokasi dekat perkantoran pemda tasikmalaya dan di pinggir jalan makanan lumayan dari rasa dan varian hanya pernah dapat kamar yang jetwashnya tidak berfungsi semoga sudah diperbaiki ya ya ya kalau boleh saran tolong disediakan sejadah di setiap kamar ya masih akan kembali lagi kok masuk syaa alloh,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Pelayanan Staf & Keramahan
Wida Yanti,2025,5,hotelnya bagus bersih unik pelayanannya ramah2 mau pemasarannya fo nya keamanannya juga fasilitas di kamar lengkap toiletnya juga atap nyaa asiik apalagi klo menjelang sore selanjutnya pasti nginep lagi disana,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Kebersihan & Kenyamanan Kamar
Hendra Ramdani,2025,5,Saya menginap dengan keluarga sangat senang kolam renang nya jernih view nya sangat cantik di kamar ac dingin maknyos bersih rapih mantap pokonya keren,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Kebersihan & Kenyamanan Kamar
Agus Gunawan,2025,4,kamar lumayan luas pelayanan mantap fasilitas bagus baru datang dapat menyambut minum di lobi sore hari ada sore teh lengkap dengan cemilan di atap dekat kolam renang hotel ini cocok untuk keluarga kekurangannya cuma satu aktifitas kamar mandi tetangga terdengar entah dari tetangga sebelah atau atas,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Kebersihan & Kenyamanan Kamar
Finny Fisher,2025,5,kemarin memesan 3 kamar tipe deluxe karena ajak keluarga karyawan q yang asli tasik alhamdulillah betah banget nginep di sini semua nya oke kebersihan makanan fasilitas staf nya juga ramah setiap sudut hotel ini estetik semua kapan kapan kapan pasti kembali lagi sukses terus ya buat hotel alhambra,KOMPETITOR,Bintang 4,"AlhambraHotel&Convetion,BWSIgnatureCollectionbyBestWestern-Tasikmalaya",positive,Kebersihan & Kenyamanan Kamar
