User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Andri Basuki,2025,4,acara fullboard kantor kali ini di hotel ini di jadwalkan menginap 2 malam tapi saya hanya memakainya 1 malam saja karena besok ada jadwal lain dengan rekanan di kantor fasilitas kamar luas baru termasuk sempit makanan lumayan lah,KOMPETITOR,Bintang 3,IbisStylesBekasiJatibening,positive,Kebersihan & Kenyamanan Kamar
mochamad nurdiansyah,2025,5,pertama kali menginap di sini lokasinya cukup strategis dan lumayan dekat dari tempat tinggal saya ada satu kendala yaitu ac kamarnya bermasalah dari check masuk kamar tidak segar dan dingin kami pikir mungkin karena faktor cuaca juga yang sedang panas terik diluar namun sampai malam justru semakin panas dan pengap akhirnya kami memberitahu pihak hotel dan pelayanannya sangat responsif kamar kami ditukar dengan tipe yang sama dan akhirnya kami bisa lebih nyaman tidur sampai pagi untuk sarapan juga cukup enak2 dan variasi jenisnya sesuai mulai untuk anak2 sampai orang dewasa secara keseluruhan dari segi pelayanan semuanya sudah baik dan terima kasih jg untuk bpk untuk rasyid untuk pelayan,KOMPETITOR,Bintang 3,IbisStylesBekasiJatibening,positive,Lokasi & Akses Strategis
UUL Nurul,2025,5,hotel budget yang memiliki pelayanan yang sangat baik terutama untuk staf resto nya ka felicia kepala kokinya dll mereka memberikan pelayanan yang sangat ramah meskipun jam kerjanya panjang mereka tetap semangaat memberikan pelayanan prima lokasi strategis deket pintu tol dan lrt kamar cukul nyaman,KOMPETITOR,Bintang 3,IbisStylesBekasiJatibening,positive,Pelayanan Staf & Keramahan
amirudin yusuf,2025,1,pengalaman menginap kurang memuaskan saya dan rombongan menginap di hotel ibis styles jatiasih selama 6 hari sayangnya pengalaman kami jauh dari harapan minum udara di kamar tidak diisi ulang selama kami menginap beberapa makanan yang tidak terasa kurang higienis bahkan beberapa dari kami mengalami diare setelah sarapan handuk yang disediakan sangat tipis dan kurang nyaman dipakai staf hotel juga kurang ramah ketika kami berinteraksi langsung mungkin terlihat seperti hal kecil namun untuk masa tinggal yang cukup lama hal ini cukup mengganggu kenyamanan kami berharap pihak manajemen dapat memperbaiki kualitas layanan dan kebersihan agar tamu lain tidak mengalami hal yang serupa,KOMPETITOR,Bintang 3,IbisStylesBekasiJatibening,negative,Kebersihan & Kenyamanan Kamar
Project Department,2025,5,kamarnya oke banget semua pelayanannya juga baik dan ramah2 apalagi mba shella di bagian resepsionis sangat ramah dan ramah sekali pasti akan menginap lagi di sini,KOMPETITOR,Bintang 3,IbisStylesBekasiJatibening,positive,Kebersihan & Kenyamanan Kamar
Malik Soeoed,2025,5,kamar luas di 1511 bersama keluarga kami nyaman puas sebagai accor tambah anggota bisa potong kue saat check masuk karyawan cukup ramah parkir cukup luas ternyata sampai ruang bawah tanah 2 cari makanan di luar banyak di sekitar hotel akan kembali lagi menginap di sini,KOMPETITOR,Bintang 3,IbisStylesBekasiJatibening,positive,Pelayanan Staf & Keramahan
prelovesai 2017,2025,3,saya punya pengalaman mengerikan tinggal masuk hotel hotelnya sendiri cukup strategis kamar nyaman dan bersih fasilitas lengkap sesuai dengan harga yang menjadi kendala adalah pelayanan yang sangat buruk mengecewakan mau cek masuk menunggu urusan berkas cukup lama dibiarkan menunggu berdiri tidak dipersilahkan duduk apalagi dikasih sambut minum saat cek masuk saya kesulitan menyalakan ac saya mencoba telepon ke resepsionis membutuhkan waktu 5x telepon baru diangkat setelah itu masih perlu menunggu 30 menit untuk teknisi ac datang mau pinjam mukena juga mesti menunggu lama sekali telepon tidak diangkat saya perlu turun ke bawah untuk berbicara langsung turun udah turun,KOMPETITOR,Bintang 3,IbisStylesBekasiJatibening,negative,Kebersihan & Kenyamanan Kamar
Debra Tendean,2025,5,Proses pemeriksaan masuk mudah pelayanan cepat dan sederhana agak sulit cari taksi kondisi kamar superior cukup nyaman dan bisa mon merokok di lantai atas terima kasih sudah kasih yang king size bed saya suka kolam renang nya lain kali akan kembali tinggal saat ke bekasi,KOMPETITOR,Bintang 3,IbisStylesBekasiJatibening,positive,Kebersihan & Kenyamanan Kamar
Shella Novelia,2025,5,kamarnya oke banget bersih dan wangi untuk makanannya enak2 banget banyak variasi untuk pelayanannya juga ramah2 saya puas sebagai anggota akor saat menginap di sini dengan keluarga,KOMPETITOR,Bintang 3,IbisStylesBekasiJatibening,positive,Kebersihan & Kenyamanan Kamar
wenaldi safanto,2025,5,oke juga kamar nya bersih dan cepat bisa di lantai 15 non merokok sesuai saat pemesanan ternyata tv belum bisa menonton youtube pelayanan oke di resto sarapan cukup bervariasi walau sekelas ibis hotel cukup puas menginap di sini,KOMPETITOR,Bintang 3,IbisStylesBekasiJatibening,positive,Kebersihan & Kenyamanan Kamar
