User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Muh 03,2025,5,Holiday Inn Express Bali Sunset Road berada di jalan jl Sunset Road no 99x kuta kec kuta bali masuk langsung dengan parkir yang di depan hotel tidak begitu banyak lahan parkirnya lokasi juga dekat untuk ke bandara tidak sampai 30 menit jika tidak macet saat masuk akan terlihat lobi yang konsepnya terbuka tidak tertutup jika sudah memesan akan sangat mudah melakukan pemeriksaan masuk tidak tahu jika pemeriksaan masuk dilakukan di tempat masih tersedia kan kamar kamar yang besar dan langsung di depan kolam renang dan dekat dengan resto atau pintu dan keluar hotel sangat membantu karena dapat masuk kamar hotel yang dekat untuk sarapannya akan bervariasi dihari tentu ada menu khusus yang di s,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Lokasi & Akses Strategis
Aki Baihaki,2025,3,saya sudah setahun memilih ini karena lokasi yang cocok untuk pekerjaan dan juga karena ihg satu bintang saya hapus karena desain kolam renang bikin lantai basah konstan tidak nyaman jalan dan alas kaki basah satu lagi bintang saya cabut karena kue yang saya foto ini sudah setahun rasanya sama tengik jangan hidangkan kue kedaluwarsa ke pelanggan makanan segar lainnya oke varian tidak banyak dan rasanya biasa banget biasanya saya skip sarapan walaupun termasuk dalam tarif udara panas juga tidak konsisten,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,negative,Fasilitas Hotel (Kolam/Gym/Spa)
Lauw Siu,2025,5,dapat privilege menghuni kolam renang akses kamar tempat yang nyaman tenang kamar bersih cukup luas tersedia terminal listrik untuk muat dan juga pengisi daya yang tertanam langsung jadi yang lupa bawa pengisi daya tidak perlu bingung layanan baik dan ramah bisa dikembangkan untuk menu sarapannya trus tempat gym tidak perlu luas tapi alat dirawat dan resto n kafe buka jam nya bisa ditambah buar bisa nongkrong santai tapi keseluruhan sangat puas menginap di sini atas,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
afie luckyman,2025,1,Air mandi mandinya parah abis disana itu sebentar panas banget sebentar malah jadi dingin berubah2 terus suhu air mandi untuk mandinya itu sulit mau mandi di kamar mandi mandinya itu ada sekitar 3 atau 4 kamarnya kami periksa satu persatu dengan resepsiinya itu semua sama saja air mandi tidak bisa konstan atau tetap suhu air mandi tsb terus jika dikomplain ke resepsiinya itu bilang iya akan kami cek dan memperbaiki lagi tapi hasilnya sama saja suhu air mandi tetap naik terus turun dengan sendirinya pada waktu kami mandi keran westafelnya juga sangat keras untuk,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,negative,Infrastruktur (AC/WiFi/Parkir/Air)
abe p,2025,5,hotel bersih nyaman lokasi tidak jauh dari kuta dan kota pelayanan sangat ramah khususnya saat sarapan,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
Egi,2025,5,lokasi sangat strategis sangat bagus dikelilingi pusat perbelanjaan dan kuliner kesehatan dekat dengan minimarket granlucky tsm depanya ada spa hotel baru gedung lama arsitek bagus dalamnya serba putih seperti santorini ukuran kamar kecil sekitar 15 18sqm tapi nyaman semua berfungsi baik udara lancar ac dingin baik baik karena barang baru untuk kamar kolam renang akses airnya terlalu tinggi saat ada yang pasti mandi airnya jatuh dan masuk ke kamar bisa banjir,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Marta Gisella,2025,1,menginap tanggal 25 29 juli 2025 suhu udara waktu mandi berubah beberapa detik hangat setelah itu berubah lagi beberapa detik ke dingin bahkan sudah di pengaturan ke bagian lumayan panas pun beberapa detik kemudian berganti ke dingin dan setelah itu berubah sangat panas di komplain info pihak resepsionis akan di cek dan di perbaiki tapi dari awal cek masuk sampai cek keluar tidak ada perubahan,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,negative,Fasilitas Hotel (Kolam/Gym/Spa)
erlina ariputri,2025,4,lantai WC kamar mandi mandi mandi mandi itu berbahaya sih apalagi kalau anak2 mudah tergelincir,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,negative,Kebersihan & Kenyamanan Kamar
Elizabeth W.,2025,5,kamar bersih dan nyaman udara panas stabil dan lancar semua fasilitas dalam kamar berfungsi dengan baik menu sarapan cukup bervariasi staf ramah,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
Kevin Vindiesel,2025,5,kamar nya bagus pelayanan nya sangat bagus petugas nya ramah2 terima kasih ya atas pelayanan nya oleh anak kalimantan utara yang cek keluar tgl 1 juli 2025,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
Lie 13,2025,1,pelayanan perlu ditingkatkan parkir mobil sembarangan hotel okupasi full mobil parkir pararel tapi tidak di valet dan kunci juga tidak dibawa pihak hotel jadi orang mau keluar parkir tidak bisa harus menunggu lama sekali karena yang punya mobil juga tidak ada kesadaran untuk turun cepat dan memindahkan mobil saluran udara rumah mampet menjaga diminta membersihkan kamar tidak dibersihkan besok nya bersihkan kamar sampah tidak dibuang telepon 2x juga tetap tidak membuang sampah saya sarapan sedikit dan rasanya biasa saja ditambah cuma hotel baru dannya beruntung supermarket saya sebelah kamar 120 untuk 30 Maret 2 April 2025,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,negative,Infrastruktur (AC/WiFi/Parkir/Air)
Sarita Sharchis,2025,5,tinggal 1 malam di sini kamar bagus dan luas langsung area kolam renang kurangny di rasa makanan saat sarapan,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
Made Darmayasa,2025,5,lokasi strategis sekali dengan kamar yang nyaman dan layanan yang istimewa,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
veny indra,2025,5,bagus cepat nyaman teramg dan yang penting sebelah hotel banget ada keberuntungan,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
Risma Amelia,2025,5,Pelayanannya mantap kalau ke bali lagi sih wajib menginap disini lagi,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Harga & Value for Money
Susan Limowa,2025,5,Proses pemeriksaan masuk yang mudah dan menyenangkan terima kasih pak martin sudah memberikan pelayanan yang terbaik kamar nya bersih dan luas dengan fasilitas kolam renang dan gym 24 jam serta sarapan gratis direkomendasikan,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
viky mahendra,2025,5,pelayanan staf dihotel ini sangat ramah dari keamanan resepsi restoran sampai dengan rekomendasi rumah tangga kalau liburan bersama keluarga,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Pelayanan Staf & Keramahan
TIO CATO,2025,5,lokasi hotel yang strategis dan pelayanan staf ramah,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Pelayanan Staf & Keramahan
surya enambelas,2025,1,Koreksi untuk satpamnya tidak ramah sekali berbeda dengan yang di pantai segara madu,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,negative,Pelayanan Staf & Keramahan
Siti Aisyah,2025,5,Rekomendasi buat yang mau ke bali pelayanan makanan kamar semuanya yang terbaik berikutnya balik ke sini lagi ah koki sandy,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kualitas Makanan & Restoran
Francesca N. Liman,2025,5,Lokasi yang bagus dekat supermarket dan jalan besar kamarnya cukup nyaman,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
Moch Riduwan,2025,5,staf hotel baru ramah makanan oke dan kamar bersih,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
Nofia Meysha,2025,5,sangat bagus pelayanan tidak mengecewakan semua staf ramah harga makanan di resto masih ramah d kantong,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kualitas Makanan & Restoran
E 01 A. A. Made Putra Sanjaya,2025,5,lokasi strategis staf ramah,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Pelayanan Staf & Keramahan
way2go,2025,3,masih dalam pembangunan akan review kalau sudah bisa menginap sekarang rating standar dulu saja,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,negative,Harga & Value for Money
zara nzwr,2025,5,sarapan nya enak dibuat oleh koki shandy dianjurkan,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Pelayanan Staf & Keramahan
atha artha,2025,5,kamar bersih dan besar sarapan enak tx untuk membantu mba triva,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kebersihan & Kenyamanan Kamar
Berlin Premium,2025,5,lokasi bagus di jalan besar,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Lokasi & Akses Strategis
Ruby Best Massage,2025,5,sangat bagus untuk keluarga,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Harga & Value for Money
D I R,2025,4,Hotel lama di rebranding bocor dimana2 tapi oke saja,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,negative,Harga & Value for Money
ADITYA PRAYATNA PUTRA GANTENG,2025,5,tempat yang sangat nyaman dan layanan yang ramah2,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Pelayanan Staf & Keramahan
Feerzet Achmad,2025,5,Perlu promo agar rame hotelnya,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Harga & Value for Money
Tung Pirnan,2025,4,baru renov kondisi msh bersih,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Harga & Value for Money
erma lerian,2025,5,lokasi yang strategis,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Harga & Value for Money
Ahmad Saifullah,2025,5,luar biasa,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Harga & Value for Money
Foodis Nusantara,2025,5,Loker nya nih gan,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,positive,Kualitas Makanan & Restoran
Budi Harta,2025,5,Ya ada saja,KOMPETITOR,Bintang 3,HolidayInnExpressExpressBaliSunsetRoad,negative,Harga & Value for Money
