User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Joel Schmit,2025,5,Kami memiliki tinggal yang luar biasa kamar itu luar biasa seperti yang diharapkan terutama meskipun staf pullman sangat baik staf profesional dan baik kami di sini untuk sebuah konvensi besar dengan delegasi internasional staf berbicara bahasa inggris yang sempurna dan pullman sangat akomodasi dan saya sangat merekomendasikan untuk kelompok kecil atau sangat besar atau konvensi sarapan dan restoran juga menjadi sorotan dengan begitu banyak pilihan untuk setiap rasa barat ke asia lagi dipenuhi dengan staf ramah perhatian terima kasih pullman Anda untuk sebuah kota yang indah khusus terima kasih kepada semua staf tapi juga untuk bulan dan fadhel untuk membuat kita tinggal yang tak terlupakan,KOMPETITOR,Bintang 5,PullmanJakartaCentralPark,positive,Pelayanan Staf & Keramahan
Beni Kusuma Atmaja,2025,5,tinggal di sini untuk staycation dengan keluarga setelah perjalanan panjang tempat dan lokasi yang baik karena dekat dengan pusat perbelanjaan hotel memberi kami kejutan dengan kue ulang tahun dan memiliki kelas memasak untuk anak-anak pada hari Minggu sarapan luar biasa dan sangat terorganisir tidak seperti yang lain ketika masuk akhir pekan sarapan masuk hotel sangat ramai tapi masuk pullman sangat tenang dan terorganisir menghargai dengan semua staf dan tentu saja makanan adalah rasa luar biasa dan bahkan anak-anak saya suka makan di sana biasanya sangat pilih kasih dianjurkan hotel untuk tinggal untuk liburan keluarga,KOMPETITOR,Bintang 5,PullmanJakartaCentralPark,positive,Lokasi & Akses Strategis
salma,2025,4,Saya memiliki pengalaman yang sangat baik tinggal di pullman jakarta staf yang baik dan membantu tetapi juga tidak lebih baik dari banyak hotel lain saya telah masuk kota makanan sebenarnya sangat baik kami disajikan oleh gabby magang yang membantu dan menawan sepanjang saya juga menghargai bahwa mereka memiliki ruang doa yang luas meskipun terletak sedikit jauh dari area utama satu kelemahan kecil adalah bahwa area ballroom dapat merasa sedikit aneh di malam hari ketika semua lampu mati dan tidak ada acara yang terjadi dan kamar mandi di sekitar ballroom kadang-kadang memiliki bau sedikit lokasi,KOMPETITOR,Bintang 5,PullmanJakartaCentralPark,positive,Pelayanan Staf & Keramahan
Sohail Mikrani,2025,5,Saya memiliki pengalaman yang luar biasa staf sangat ramah profesional dan selalu siap untuk membantu dengan senyum proses masuk cek lancar dan kamar saya luas bersih dan baik dipelihara dengan semua fasilitas yang diperlukan mereka meningkatkan kamar karena saya adalah anggota all accor sarapan buffet menawarkan berbagai masakan lokal dan internasional yang lezat lokasi hotel juga sangat nyaman dekat pusat perbelanjaan restoran dan atraksi utama membuat mudah untuk menjelajahi kota apa berdiri keluar sebagian besar adalah layanan yang sangat baik setiap anggota staf memastikan saya merasa nyaman dan baik diurus selama masa tinggal saya,KOMPETITOR,Bintang 5,PullmanJakartaCentralPark,positive,Kebersihan & Kenyamanan Kamar
Diandraa,2025,5,Saya memiliki pengalaman yang luar biasa masuk hotel ini staf mereka begitu ramah profesional selalu siap untuk membantu dengan senyum proses masuk cek lancar belum lagi bahwa kamar saya sangat baik dipertahankan saya benar-benar memiliki pengalaman terbaik itu adalah pengalaman yang menyenangkan dan nyaman dan saya sangat merekomendasikan hotel ini untuk tujuan lain,KOMPETITOR,Bintang 5,PullmanJakartaCentralPark,positive,Pelayanan Staf & Keramahan
Dondy Khouw,2025,5,Tempat hotel benar-benar menakjubkan terhubung langsung ke pusat perbelanjaan pusat perbelanjaan membuat makan belanja dan hiburan sangat nyaman pilihan sarapan yang sangat baik menawarkan berbagai jenis hidangan berkualitas tinggi untuk memenuhi setiap selera ruang tamu eksekutif juga menjadi sorotan menyediakan ruang yang nyaman dengan layanan yang baik dan penyusunan yang baik menyegarkan sepanjang hari saya ingin mengungkapkan rasa terima kasih terdalam saya untuk tugas manajer ibu indah yang kebaikan dan bantuan proaktif masuk penanganan permintaan khusus untuk orang tua saya membuat tinggal kami jauh lebih nyaman,KOMPETITOR,Bintang 5,PullmanJakartaCentralPark,positive,Pelayanan Staf & Keramahan
Alfiyah Ilyas,2025,5,Hai kami dari kamar 535 besar terima kasih untuk pullman khusus untuk mbak gita yang membantu merapihkan kamar kami membantu kebutuhan kami selama menginap di hotelnya bagus nyaman dan bersih wangi kami memperpanjang 2 mlm dikarenakan memang hotelnya strategis merayakan akhir tahun di pullman sangat menyenangkan dekat dengan mall dan makanan enak terima kasih melihat u perjalanan berikutnya,KOMPETITOR,Bintang 5,PullmanJakartaCentralPark,positive,Kebersihan & Kenyamanan Kamar
Poppy Hadikusumah,2025,1,kamarnya bagus makanan enak sayangnya beberapa hari lalu saya menginap 2 malam namun ada jaket dan baju tertinggal di lemari kamar selisih beberapa jam setelah checkout saya mengkonfirmasi jika ada barang tertinggal tapi katanya pembersihan layanan barang tersebut tidak ada di kamar alias hilang lah kokbisa sekelas pullman begitu,KOMPETITOR,Bintang 5,PullmanJakartaCentralPark,negative,Kualitas Makanan & Restoran
Aurel Aurel,2025,1,hotel pullman terburuk yang pernah saya datangi mulai dari ukuran kamar yang super sempit tidak ada sekat antara tempat tidur dengan toilet dan kamar mandi desain kamar yang terlihat murahan handuk warnanya sudah menguning bantal selimut dan kasur bau keringat belum lagi staf di meja depan yang kurang ramah salah satu contoh kejadian saat saya bertanya di mana tempat untuk mengambil minuman sambutan dan apakah masih bisa mengambil minuman sambutan saat itu sudah jam 18 30 wib staf pria tersebut dengan wajah dingin dan laki-laki2an menjawab pertanyaan saja kesana sambil menunjuk ke arah bar lounge ruang manfaat upgrade untuk platinum anggota juga tidak dapat,KOMPETITOR,Bintang 5,PullmanJakartaCentralPark,negative,Pelayanan Staf & Keramahan
Yoshinori Kajitani,2025,5,Saya memiliki tinggal yang indah di Pullman Jakarta Central Park lokasi hotel yang sangat baik tepat di sebelah pusat perbelanjaan Central Park membuatnya sangat nyaman untuk makan belanja dan berkeliaran di sekitar kota seluruh hotel memiliki interior yang bergaya dan kontemporer dan permen selamat datang adalah sentuhan yang menyenangkan yang membuat saya merasa benar-benar dihargai sebagai anggota accor platinum khusus berkat yoga pratama yang memberikan komunikasi pra-datang yang sangat baik dan mengatur kamar seamless upgrade profesionalisme mereka dan layanan yang perhatian membuat penginapan saya luar biasa sangat direkomendasikan untuk siapa pun yang mencari hotel modern dengan keramahan yang luar biasa,KOMPETITOR,Bintang 5,PullmanJakartaCentralPark,positive,Lokasi & Akses Strategis
