User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
lester beling,2025,5,Accor tidak menyadari bahwa aku adalah manajer agen menjadi membangun baru peralatan fungsional concierge depan perlu dipuji sebagai orang itu terlalu baik sarapan adalah favorit saya sebagai saya seorang picky makan elsey yang melayani saya membutuhkan sebutan khusus fantastis adalah deskripsi saya menyukai tinggal saya dan untuk semua orang lain yang membuat saya menikmati tinggal saya singkat pekerjaan fantastis sean gm terlihat secara teratur di sarapan dan saya menikmati berbicara dengannya tempat ini adalah bintang lima,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kualitas Makanan & Restoran
sinta kusumastuti,2025,5,Terima kasih kepada semua staf di Swissotel pik untuk membuat perjalanan romantis kami begitu menakjubkan kami merasa sangat menyambut dan manja ketika mereka mempersiapkan kamar dengan dekorasi lucu saat kami merayakan pertunangan kami spesial teriakan keluar untuk suvin yang benar-benar merawat kami sejak kedatangan selama tinggal dan setelah tinggal kami merasa seperti seorang ratu dan raja dengan pelayanannya dia layak naik naik pindah ke surat bar pers kami disambut oleh rahma dengan keramahan perhotelan manis senyum dan menjelaskan tentang bar nominator dia begitu di atas dan di luar dia benar-benar ahli dengan pekerjaannya,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Pelayanan Staf & Keramahan
nurili mohd seth,2025,5,Saya memiliki tinggal yang luar biasa di hotel kamar itu bersih nyaman dan baik dipertahankan tapi apa yang benar-benar membuat pengalaman luar biasa adalah staf dari check masuk untuk check keluar semua orang ramah sopan dan selalu siap untuk membantu dengan senyuman khusus terima kasih kepada Bisma yang keramahan dan profesionalisme yang hangat membuat saya merasa dialu-alukan dan dijaga dengan baik sepanjang saya tinggal Kudos untuk tim Swissôtel untuk pergi mil ekstra untuk memastikan semuanya sempurna benar-benar merasa seperti rumah jauh dari rumah sangat direkomendasikan,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Sylvia Sasmita,2025,2,kamar kecil kondisi mandi miskin mandi rusak kamar ini bau tidak 5 bintang hotel standar harus menjadi hari berikutnya kekhawatiran saya di atas telah ditangani oleh tim pemeliharaan hotel mereka memperbaiki mandi tanpa saya harus melaporkan mereka langsung itu adalah tindakan kejutan dan pengalaman besar untuk saya karena terbukti bahwa hotel benar-benar peduli tentang pelanggan mereka itu adalah gerakan kehangatan dan saya benar-benar menghargai respon besar dan positif reaksi mereka telah menunjukkan kepada pelanggan ini adalah nilai yang sebenarnya dari hotel bintang 5 seharusnya tindakan mereka telah membuktikan apa yang,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Pelayanan Staf & Keramahan
dq,2025,5,masuk proses yang halus seperti kita masuk kelompok untung kita bisa mendapatkan awal cek masuk terlalu layanan keseluruhan baik lift lobi di lantai kamar sangat lemah diduga sengaja untuk 5 bintang kamar daya tarik dan fasilitas yang bagus saya benar-benar seperti bau shampoo tubuh mereka menyediakan tempat tidur sarapan nyaman pagi berikutnya juga bagus dengan sejumlah besar pilihan keju mac sangat bagus smoothies yang sangat baik juga secara keseluruhan memiliki pengalaman yang baik,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Regina T,2025,5,Hotel ini benar-benar mengesankan kami bersih kamar lokasi yang bagus dan staf yang sangat ramah sangat terima kasih kepada aida sarah natasha dan cynthia untuk layanan mereka yang penuh perhatian tapi bintang nyata sarapan buffet itu mungkin masuk kota terbaik dengan berbagai hidangan segar jus tradisional kami pagi merasa seperti pesta kami menyukai menginap kami dan jujur berharap kami telah memesan beberapa malam lagi,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Gilang Alfatah,2025,1,kapok nginep disini kebanyakan simulasi kebakaran mau istirahat malah alarm bunyi mulu sudah lah di lobi ada teman menunggu angkat tidak bisa di pakek hotel sangat tidak mementingkan pelanggan minta tolong staf untuk bantu solusi tetap tidak bisa alasan lagi pelatihan tanggap darurat saran jika mau pelatihan ya traning saja jangan nyusahin pelanggan,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,negative,Pelayanan Staf & Keramahan
Oumaima Aerrache,2025,5,Aku punya pengalaman yang luar biasa berkat bishma aku secara tidak sengaja memesan tanggal yang salah dan dia menangani semuanya dengan begitu banyak profesionalisme dan kebaikan dia membantu saya membatalkan pemesanan gratis meskipun itu benar-benar kesalahan saya di atas itu dia meningkatkan saya ke suite yang lebih besar yang begitu bijaksana kejutan pelayanannya efisien ramah dan benar-benar luar biasa terima kasih bishma untuk membuat segalanya begitu mudah dan untuk mengubah situasi yang stres menjadi pengalaman yang positif,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Pelayanan Staf & Keramahan
vivin,2025,5,memiliki tinggal yang hebat di Swissôtel Jakarta kamarnya sangat bersih nyaman dan dirancang dengan baik staf selalu ramah dan cepat membantu sarapan memiliki banyak pilihan yang lezat lokasi di dalam pik avenue mall membuatnya mudah untuk menemukan makanan dan belanja secara keseluruhan pengalaman yang sangat nyaman dan menyenangkan,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Benedictus Nicolas Janto,2025,5,Saya tinggal selama beberapa malam dan setiap hari merasa kerja rumah tangga yang mudah selalu pada titik sarapan memiliki hal-hal baru untuk mencoba dan staf ingat saya ketika saya turun ke lobi jenis koneksi kecil membuat tinggal merasa lebih pribadi bagian terbaik meskipun adalah seberapa mudah itu untuk bergerak apakah saya ingin pergi ke bandara atau hanya tinggal di sekitar pik semuanya bekerja keluar tanpa stres,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Lokasi & Akses Strategis
King Seng Lu,2025,5,Saya memiliki tinggal yang benar-benar menyenangkan di Swissôtel Pik Jakarta dari saat saya tiba proses masuk cek lancar dan efisien dengan resepsi tim hangat menyambut saya dan membuat saya merasa seperti di rumah kamar bersih luas dan dilengkapi dengan tempat tidur yang nyaman dan semua fasilitas yang saya butuhkan untuk bersantai tinggal fasilitas yang sangat baik saya terutama menikmati pusat kebugaran serta variasi dan kualitas sarapan menyebar staf di seluruh hotel dari penata rumah ke restoran tim selalu ramah perhatian dan siap membantu dengan setiap permintaan hotel lokasi masuk pik,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Bagoes Iswahyudianto,2025,5,Saya memiliki tinggal yang luar biasa di hotel bintang lima ini lokasi yang sempurna hanya berjalan kaki singkat ke Chinatown membuatnya sangat nyaman untuk menjelajahi kamar-kamarnya luas bersih dan nyaman dan staf sangat ramah dan membantu fasilitas yang sangat baik dan semuanya terasa baik dipelihara dan mewah saya sangat merekomendasikan hotel ini kepada siapa pun yang mengunjungi daerah,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Rachel,2025,5,Saya memiliki pengalaman yang luar biasa tinggal di Swissôtel Jakarta pik Avenue hotel tidak hanya menawarkan kamar yang nyaman dan luas tetapi juga menciptakan suasana yang membuat saya merasa benar-benar di rumah staf sangat ramah dan profesional selalu memastikan bahwa setiap detail yang kecil yang ditangani dari pilihan sarapan yang lezat untuk fasilitas santai semuanya melampaui harapan saya saya benar-benar puas dengan tinggal saya dan berharap untuk kembali lagi,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Pelayanan Staf & Keramahan
Rafly Al Farisy,2025,5,Kami tinggal di sini dengan dua anak kami dan menikmati ruang keluarga yang sempurna dan luas anak-anak menikmati kolam renang dan kami menyukai betapa mudahnya untuk menemukan makanan di mall di lantai bawah staf selalu baik dan perhatian bahkan untuk anak-anak kami merasa sangat diundang dan aman,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Annisa Sidi,2025,5,Kami tinggal untuk keluarga staycation untuk satu malam sangat bagus hotel yang melekat dengan pusat perbelanjaan kecil dengan jarak dekat dengan pantjoran pik dengan pantai yang bagus personil hotel sangat menyambut tidak ada masalah sama sekali meminta bantal tambahan dari menu bantal yang luas kami juga mendapatkan fasilitas anak-anak gratis masuk bentuk susu cokelat panas diy banyak menyenangkan untuk yang kecil,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Pelayanan Staf & Keramahan
Julia Reid,2025,5,Kami memiliki minggu yang hebat masuk Swissôtel Pik Avenue dari awal sampai akhir dari lobi ke layanan adalah staf yang sangat baik selalu siap untuk membantu dan tidak pernah gagal untuk menyambut kami dengan senyuman sarapan adalah baik memiliki varietas yang berbeda untuk memilih akan pasti kembali lagi untuk perjalanan berikutnya kami,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Pelayanan Staf & Keramahan
Muhammad Almernate,2025,5,menginap di swissôtel pik avenue benar benar memberikan pengalaman yang nyaman dan berkelas kamarnya luas modern dan dirancang dengan sentuhan elegan khas swissôtel yang memadukan kemewahan dan kenyamanan tempat tidurnya sangat empuk dengan linen berkualitas tinggi membuat istirahat jadi lebih maksimal dari segi fasilitas kamar dilengkapi dengan layar lebar meja kerja yang nyaman mesin pembuat kopi teh serta kamar mandi luas dengan mandi dan mandi modern kebersihan terjaga dengan sangat baik detail kecil pun diperhatikan sehingga terasa rapi dan higienis pemandangan khas dari kamar juga menambah kesan terutama jika mendapat pemandangan ke laut atau pemandangan kota pik yang indah di malam,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
wishnu bhatara,2025,5,Saya benar-benar menikmati tinggal saya di sini kamar bersih nyaman dan nyaman sempurna untuk beristirahat setelah hari yang sibuk lokasi sangat nyaman dekat dengan toko restoran dan tempat populer jadi mudah untuk mendapatkan sekitar layanan sangat baik staf ramah membantu dan selalu tersenyum yang membuat saya merasa sangat menyambut secara keseluruhan tempat yang bagus untuk tinggal sangat direkomendasikan,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Tessa Widjaja,2025,5,letaknya bersebelahan dengan mall pik avenue dalam satu kompleks gedung jadi bisa jalan kaki ke sana lobby nya cukup besar resepsionisnya bisa berbahasa mandarin dengan fasih dan memang selama saya di sana banyak tamu dari cina daratan ukuran kamarnya cukup luas meskipun tipe yang standar masih ada sofa kecil untuk 2 orang di sana lemari dengan bentuk yang unik tempat menyimpan gelas dan pembuat kopi tempat tidur nyaman kamar mandi juga bersih saya suka kaca pembatasnya dengan area kamar tanpa tirai jadi lebih bersih dan rapi dilihatnya tapi dengan pengaturan di saklar kaca yang bening bisa jadi gelap tidak tembus pandang lagi area kolam kolam,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Michael Limantara,2025,2,Ini sayangnya adalah salah satu yang paling mengecewakan menginap saya pernah di hotel bintang 5 kamar memiliki bau karpet lembab yang kuat keleleh yang membentang di seluruh lantai saya mengangkat masalah dengan salah satu duta hotel tetapi tidak ada tindakan yang berarti diambil atau saya ditawarkan perubahan kamar keseluruhan pemeliharaan properti juga meninggalkan banyak untuk diinginkan ada noda pada handuk dan TV remote tidak bekerja ini adalah standar dasar seseorang akan mengharapkan hotel kelas ini untuk mempertahankan satu-satunya sorotan dari menginap saya adalah sarapan buffet menawarkan pilihan yang luas,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,negative,Kebersihan & Kenyamanan Kamar
salahe,2025,5,Hotel ini nyaman di sebelah bandara yang melekat pada sebuah pusat perbelanjaan fasilitas yang sangat bagus gym dan kolam renang kamar-kamar yang sangat modern dan menyenangkan pesan khusus ke ruang tamu eksekutif saya tidak pernah menerima bahwa baik masuk hotel lain accor ruang tamu jadi pujian saya untuk regina dan ashley yang membuat pengalaman saya di sana yang tak terlupakan pasti akan kembali,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Yesaya Oscar Deandre Wahjudi,2025,5,memiliki tinggal yang hebat di swissotel pik kamar yang indah sangat bersih dan rapi segar ketika Anda kembali ke kamar tempat yang bagus untuk bersantai dan menikmati kamar yang cukup besar dengan mandi besar dan toilet dan fasilitas yang baik tempat tidur sangat nyaman bersama dengan layanan bantal adalah besar semua orang disambut tersenyum dan ramah sarapan baik-baik saja tidak terlalu menakjubkan tapi melakukan pekerjaan akan menyukai lebih banyak pilihan di buffet secara keseluruhan sangat bagus hotel masuk tempat utama masuk pik dan di sebelah pusat perbelanjaan juga besar tinggal,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Jessica Novia,2025,5,Suami dan aku tinggal untuk satu malam untuk merayakan ulang tahun kami memiliki pengalaman yang indah di Swissotel pik setiap anggota staf saya bertemu dari tempat parkir ke front officer juga staf pembersihan sangat menyenangkan dan ingin membantu makan malam juga hebat saya suka suasana dari restoran mereka terima kasih Swissotel,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Pelayanan Staf & Keramahan
Rachel Angelica,2025,5,Tempat terbaik untuk menginap ketika Anda masuk pik tempat ini menawarkan kenyamanan yang luar biasa desain modern dan keramahan yang luar biasa kamar-kamarnya luas dan bersih sarapan adalah menyenangkan dan pemandangan kota benar-benar menyegarkan itu terletak dengan nyaman dekat pik avenue membuatnya mudah untuk menjelajahi tempat makanan dan toko di dekat saya tinggal di swissôtel pik avenue dan sangat terkesan kamar itu sangat bersih sangat luas dan menawarkan pemandangan kota dan laut yang menakjubkan itu memberikan lingkungan yang sempurna untuk bersantai setelah hari sibuk hotel akses langsung ke,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Maryati Anwar,2025,5,"Sejak aku tiba, aku diperlakukan seperti keluarga kerajaan staf sangat profesional, ramah dan memperhatikan setiap detail. Kamarku luas, bersih dan menawarkan pemandangan luar biasa dari skyline kota. Tempat tidurnya sangat nyaman dan fasilitasnya sangat baik.",KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kebersihan & Kenyamanan Kamar
Khairul Anwar,2025,5,sarapan adalah sorotan nyata dengan berbagai pilihan lezat baik lokal dan internasional Aku benar-benar merasa dimanjakan sepanjang masa tinggal saya sangat direkomendasikan untuk siapa pun yang mencari kemewahan dan kenyamanan pasti akan kembali,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Kualitas Makanan & Restoran
kelvi kesuma,2025,5,Saya memiliki pengalaman yang luar biasa tinggal di Swissôtel Pic staf sangat ramah perhatian dan membuat saya merasa sangat disambut dari saat saya tiba layanan sangat baik dan semuanya ditangani dengan hati-hati hotel memiliki suasana yang hangat fasilitas bersih dan baik dipelihara dan yang paling penting memiliki lokasi strategis secara keseluruhan itu adalah benar-benar besar tinggal dan saya pasti akan merekomendasikan kepada siapa pun mencari kenyamanan dan keramahan masuk pik area,KOMPETITOR,Bintang 5,SwissotelJakartaPIKAvenue,positive,Pelayanan Staf & Keramahan
